fname,liveness_score
24.mp4,0.9367837309837341
25.mp4,0.7561851143836975
26.mp4,0.9515781998634338
27.mp4,0.2713697850704193
28.mp4,0.8708310723304749
29.mp4,0.06368371099233627
30.mp4,0.9664067625999451
31.mp4,0.052080556750297546
32.mp4,0.16324077546596527
33.mp4,0.06309451907873154
34.mp4,0.9198033809661865
35.mp4,0.09884284436702728
36.mp4,0.04526079073548317
37.mp4,0.7952530980110168
38.mp4,0.08936266601085663
39.mp4,0.05197237432003021
40.mp4,0.5334547162055969
41.mp4,0.2867940664291382
42.mp4,0.16040724515914917
43.mp4,0.2370033711194992
44.mp4,0.9527684450149536
45.mp4,0.8882850408554077
46.mp4,0.3360339105129242
47.mp4,0.9469671249389648
48.mp4,0.9632251262664795
49.mp4,0.16491319239139557
50.mp4,0.06818345189094543
51.mp4,0.16033346951007843
52.mp4,0.0669233649969101
53.mp4,0.9539917707443237
54.mp4,0.9716875553131104
55.mp4,0.9624673128128052
56.mp4,0.5958924293518066
57.mp4,0.04533505067229271
58.mp4,0.07804492861032486
59.mp4,0.7743854522705078
60.mp4,0.23415659368038177
61.mp4,0.8801215887069702
62.mp4,0.08085276931524277
63.mp4,0.6636328101158142
64.mp4,0.07665547728538513
65.mp4,0.561286211013794
66.mp4,0.06518799066543579
67.mp4,0.13438640534877777
68.mp4,0.09775231778621674
69.mp4,0.970217227935791
70.mp4,0.9688438177108765
71.mp4,0.9090295433998108
72.mp4,0.9562512636184692
73.mp4,0.855802059173584
74.mp4,0.9634735584259033
75.mp4,0.6623355746269226
76.mp4,0.9610990285873413
77.mp4,0.5289658308029175
78.mp4,0.8848240375518799
79.mp4,0.7035669088363647
80.mp4,0.4775468111038208
81.mp4,0.9627372622489929
82.mp4,0.9682233929634094
83.mp4,0.05223911628127098
84.mp4,0.6975494623184204
85.mp4,0.9385862350463867
86.mp4,0.9636724591255188
87.mp4,0.8839770555496216
88.mp4,0.9561945796012878
89.mp4,0.29393431544303894
90.mp4,0.07334817200899124
91.mp4,0.15467113256454468
92.mp4,0.8741869330406189
93.mp4,0.488340824842453
94.mp4,0.04307983070611954
95.mp4,0.9520071148872375
96.mp4,0.9278698563575745
97.mp4,0.9516781568527222
98.mp4,0.9518495202064514
99.mp4,0.904349148273468
100.mp4,0.053861867636442184
101.mp4,0.04233713820576668
